item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112084576,Christiane DORAZZE SÉRÉFESSENE,Q327591,SÉ,,,2021-05-05,,,Q112084576-E1700584-9C9E-4042-9628-FC0A5A723466
Q112084667,Christophe Arsène WAPOU,Q104581386,MCU,,,2021-05-05,,,Q112084667-F938B7FD-DEF7-468F-ADC2-23E8CE0F9C81
Q112084619,Clément Ndombe,Q104581386,MCU,,,2021-05-05,,,Q112084619-3B7ECCCC-761C-4671-85A1-12E307B08FA3
Q112084677,DAHIROU Mohamadou,Q104581386,MCU,,,2021-05-05,,,Q112084677-43E5A5CB-B48F-4A98-A91A-7454DEC96216
Q112084575,DUCAS née TANDOUM Carmen,Q327591,SÉ,,,2021-05-05,,,Q112084575-F472FFE5-FBFF-4263-9234-47EBAAECD523
Q112084591,Daniel Andal Djouma,Q327591,SÉ,,,2021-05-05,,,Q112084591-BE652936-37D3-4000-BAA7-353141B24833
Q112084628,Dekalve Chengaba Rossni,Q104581386,MCU,,,2021-05-05,,,Q112084628-F58D1905-7D34-4D97-8FB7-B9721EC9444F
Q112084695,Dieudonné Gbiatou,,,,,2021-05-05,,,Q112084695-2F959778-5868-41BF-8B75-D6778A21D64D
Q112084594,Dominique Kakara Guerengbo,Q327591,SÉ,,,2021-05-05,,,Q112084594-E37D4343-11D0-4FF7-B9A1-406AACB1C9A4
Q112084716,Dorothée Tiyangou,,,,,2021-05-05,,,Q112084716-2FB8D2D9-D695-405B-9BCB-BE8AEA1642E7
Q19589575,Emilie Beatrice Epaye née Moundy,Q327591,SÉ,,,2021-05-05,,female,Q19589575-4B080F93-F012-425B-AF5D-6E50242C8054
Q112084632,Emilie Bernadette Gambo née Souaninzi,Q104581386,MCU,,,2021-05-05,,,Q112084632-3D2C5D2F-3C84-4186-A4EC-B06E5F491FB8
Q112084678,Emmanuel MAMYA,Q104581386,MCU,,,2021-05-05,,,Q112084678-0C4B1485-1921-4D70-9170-A6BB05BD30F3
Q112084602,Ephrem Dominique Yandocka,,,,,2021-05-05,,,Q112084602-8D48F840-5A87-4EF9-8A26-EFF595F70FF1
Q112084697,Eric Gervais Kpiodigui,,,,,2021-05-05,,,Q112084697-91827D33-548D-4537-AFBF-AB7562C4A9A9
Q112084720,Ernest BONANG,Q23900268,URCA,,,2021-05-05,,,Q112084720-8DB0A858-ACC0-4353-A8CE-24EC422EB01D
Q112084627,Ernest Konguere,Q104581386,MCU,,,2021-05-05,,,Q112084627-9F89EA1F-E60A-4031-8266-C716F19D34BF
Q112084717,Ernest Mizédio,Q23900268,URCA,,,2021-05-05,,,Q112084717-9746E84F-1E67-403F-ABF0-6D3EE92E8312
Q112084589,Evariste Ngamana,Q327591,SÉ,,,2021-05-05,,,Q112084589-663D76D4-10EF-4BD3-B811-A8D27E3E127D
Q112084676,Fidèle PANDJIKANE,Q104581386,MCU,,,2021-05-05,,,Q112084676-8336062E-275D-421E-85B7-F4A6E4A4F01D
Q112084573,Firmin ENDJIZÉMO,Q327591,SÉ,,,2021-05-05,,,Q112084573-1BF3B834-9FDA-41CD-A0D0-D4F145EC7DD1
Q61889435,Firmin Ngrebada,Q104581386,MCU,,,2021-05-05,,male,Q61889435-805C4420-D2F1-4A02-B1C3-505F3C261E51
Q112084661,Fleury Junior PABANDJI,Q104581386,MCU,,,2021-05-05,,,Q112084661-4A9FDC2B-0157-4863-8CB7-BC94D0D583E5
Q112084614,Florent Kema,Q1968085,KNK,,,2021-05-05,,,Q112084614-87DBFBD3-ECE0-43E7-B824-DCAA5DD1B198
Q112084702,Follot Gabriel Mairie Raoul,Q1582199,RDC,,,2021-05-05,,,Q112084702-DF757DB3-0180-4BF1-8A69-330ABCB73633
Q112084608,Francis Rufin Ouatende,Q1968085,KNK,,,2021-05-05,,,Q112084608-6C328640-D131-4830-80D2-51B818346ED9
Q112084567,Francisco Moundjouvouko,,,,,2021-05-05,,,Q112084567-E6B6A9B6-E79D-44C2-9A0C-D6E7D6DD7553
Q112084698,François Moussa Yakota,,,,,2021-05-05,,,Q112084698-D1AAB3D2-B63F-493F-AE0C-1056E32D3B93
Q112084570,Félix YANGAKOLA,Q327591,SÉ,,,2021-05-05,,,Q112084570-C5963354-ECB7-4EA1-AE31-862FFE4FA88F
Q112084660,Geoffroy Noël TAGBA,Q104581386,MCU,,,2021-05-05,,,Q112084660-949843DA-0887-49D8-A0EF-B419382F729E
Q112084607,Georges Yalakanga,Q1968085,KNK,,,2021-05-05,,,Q112084607-10BE4277-F09F-47EB-A409-8ABBC77E15BB
Q112084715,Gomina Pampali née Monganga David Bernadette,,,,,2021-05-05,,,Q112084715-8D2AB66B-CBA2-4F3D-A07F-93242C1CD580
Q112084596,Guy Samuel Nganatoua,Q327591,SÉ,,,2021-05-05,,,Q112084596-030E29DF-0C1C-4145-8124-128D9148E06D
Q112084584,Hassan Akhras,Q327591,SÉ,,,2021-05-05,,,Q112084584-E55D46E6-283B-4010-AC6F-10EDB3DCE525
Q112084692,Henri Mylla Vigner,Q112098751,MOUNI,,,2021-05-05,,,Q112084692-4995F953-176A-4A6A-B5E7-1D75C27A940D
Q112084675,Henri-Matie Dondra,Q104581386,MCU,,,2021-05-05,,,Q112084675-A3DF8B48-A192-4119-87CF-8554D166D178
Q112084597,Henry Josée Gbogouda,Q327591,SÉ,,,2021-05-05,,,Q112084597-3796E286-D4E9-4751-9150-41AECC2592A3
Q112084696,Hermane Lambert Akovourou,,,,,2021-05-05,,,Q112084696-EDD1AFF2-552C-4125-A3C0-84C3C99434C9
Q112084585,Heureux Maxime Ngarendo,Q327591,SÉ,,,2021-05-05,,,Q112084585-E92FFBD7-52EF-4FF6-B9C4-921B20760D8C
Q112084571,Hissène HAMAT,Q327591,SÉ,,,2021-05-05,,,Q112084571-881BB2A2-1C20-4582-9412-EBDA74D9F771
Q112084565,Hugues Abdjaz NDOLINGAR,,,,,2021-05-05,,,Q112084565-489272B9-901A-4D7F-AB6D-E35E9AF8D6B0
Q112084590,Idriss Sende Adam,Q327591,SÉ,,,2021-05-05,,,Q112084590-8CD72689-75FA-4FF5-99AC-7E0AAC2EC741
Q112084612,Jacques Ngaina,Q1968085,KNK,,,2021-05-05,,,Q112084612-51F3CCCD-AE0F-4481-80DF-4CAFF5EBD297
Q112084721,Jacques TAFAGO,Q23900268,URCA,,,2021-05-05,,,Q112084721-A42930B8-EC6B-428A-BF6E-49E4285DCFCD
Q112084588,Jean Barkes Ngombe-Kette,Q327591,SÉ,,,2021-05-05,,,Q112084588-B00CA643-21CA-4056-B8A5-419FE69BF4F8
Q112084674,Jean Claude Ngonga,Q104581386,MCU,,,2021-05-05,,,Q112084674-407ABE37-5086-4960-85A1-1CCC174F4B7D
Q112084578,Jean Galvanis GASSIYOMBO,Q327591,SÉ,,,2021-05-05,,,Q112084578-8C492085-3C47-4799-BF90-0B4143B8AAA9
Q112084693,Jean Robert Gotao,,,,,2021-05-05,,,Q112084693-4C0CAA10-1CFA-4EB9-889E-869947C5E28E
Q112084598,Jean Sosthène Dengbe,Q327591,SÉ,,,2021-05-05,,,Q112084598-96378565-EF5D-4F0F-9155-DE21F8B118D6
Q112084700,Jean Thalhys Bangue,,,,,2021-05-05,,,Q112084700-7F01D605-81F7-4E34-9A7C-FCD6C8E3306A
Q112084668,Jean de Dieu DAMARASS-DAMANGUERÉ,Q104581386,MCU,,,2021-05-05,,,Q112084668-D5FC3B6E-0F5D-4A30-AD67-DCB17CEF42C0
Q112084686,Jean-Bosco Namtoua-Koussi Guidomon,Q3326601,MLPC,,,2021-05-05,,,Q112084686-76D078A4-A5A7-4026-AE55-0224ECE93C3C
Q112084572,Jean-Claude KOMIA SAMBIA,Q327591,SÉ,,,2021-05-05,,,Q112084572-C7D6D03D-D546-485B-AEA2-6CDD98ABE2A7
Q112084694,Jonas DONON,,,,,2021-05-05,,,Q112084694-5599AA47-AC3D-49C3-BED8-DB10D14C0712
Q112077105,Joseph Bendounga,,,,,2021-05-05,,,Q112077105-356D339B-D310-49D5-9D0F-D0A400A3BEE2
Q112084618,Joseph Ngoïta,Q104581386,MCU,,,2021-05-05,,,Q112084618-67C617FF-93C2-4AC3-86F9-24B26C552C1B
Q112084704,José Titus Ngoungbo,Q1582199,RDC,,,2021-05-05,,,Q112084704-388F3744-CF8C-433E-935E-1422143EDCB2
Q112084593,Justin Dotar-Ganguenon,Q327591,SÉ,,,2021-05-05,,,Q112084593-3C2A5B94-AEE1-4B8A-8CEA-3953F98516DD
Q112084669,Justin Gourna Zako,Q104581386,MCU,,,2021-05-05,,,Q112084669-73C3420A-2FBC-4844-9680-28627C29B64F
Q58216808,Laurent Ngon Baba,,,,,2021-05-05,,male,Q58216808-6FBB55E6-DD04-4BC1-89E5-5924EBF3091C
Q112084629,Louis Albert Goni,Q104581386,MCU,,,2021-05-05,,,Q112084629-AF2C68BE-A7B8-4CDA-BA36-296B324BE4C2
Q112084718,Louis Roi Nguehoroum,Q23900268,URCA,,,2021-05-05,,,Q112084718-4D93D7FB-44C4-4B39-BDE7-6206D0775C53
Q112084685,Luc Ninga,Q3326601,MLPC,,,2021-05-05,,,Q112084685-92DC1331-8E0D-4CEB-8B44-3279F5EAD335
Q112084690,Lucien Mbaîgoto,Q112098751,MOUNI,,,2021-05-05,,,Q112084690-9925B5D7-8CC7-4022-89BB-944CE2AB3594
Q112084673,Magloire Jocelyn Makango,Q104581386,MCU,,,2021-05-05,,,Q112084673-FADB390F-035F-4C33-995F-225B0618F71D
Q112084610,Marc ISSA,Q1968085,KNK,,,2021-05-05,,,Q112084610-CAF521B9-3A5A-4FE6-9913-D78C4DD58C2D
Q112084603,Marie Brigitte Bozeze née Ouilibozoumna Nambeam,Q1968085,KNK,,,2021-05-05,,,Q112084603-6DCA6F09-B35E-4D42-8E46-E380F1DED3CC
Q112084688,Marien Diodonné Djema,Q112098751,MOUNI,,,2021-05-05,,,Q112084688-ED14D970-6DD8-4464-9AB9-24335F47E0C3
Q112084631,Marthe Lakonte-Gaomeda,Q104581386,MCU,,,2021-05-05,,,Q112084631-DB3E40FB-9FCB-49DC-976D-FE403D32CF9A
Q1648403,Martin Ziguele,Q3326601,MLPC,,,2021-05-05,,male,Q1648403-86D58F51-C9FE-4626-9379-B742F3C1480F
Q23729455,Mathieu Simplice Sarandji,Q104581386,MCU,,,2021-05-05,,male,Q23729455-D5D51ADD-DA87-4096-AF04-C0D7968D5F92
Q112084713,Mathurin Massikini,,,,,2021-05-05,,,Q112084713-DF5AF92C-2245-43C2-BF20-30350A9565DA
Q112084580,Maurice Bazzambo-Ngbongo,Q327591,SÉ,,,2021-05-05,,,Q112084580-4B0D18D2-7710-4851-845D-163C7B1E0633
Q112084586,Max Sylvain Balenda,Q327591,SÉ,,,2021-05-05,,,Q112084586-E4DB84A4-B63E-438A-96BC-E80B5DECA519
Q112084622,Michel Kpingo,Q104581386,MCU,,,2021-05-05,,,Q112084622-DD6ACAD9-2CEC-4029-95DB-8284A821F7EC
Q112084609,Michel Yembe,Q1968085,KNK,,,2021-05-05,,,Q112084609-ACDC026A-B7B5-4AF8-9B33-AD4011600562
Q112062377,MÉCKASSOUA Abdou Karim,,,,,2021-05-05,,male,Q112062377-79BC2E74-1FCE-4D41-9ACC-6E0A440CEFEC
Q112084617,Nabia Koundjou Abdel-Karim,Q104581386,MCU,,,2021-05-05,,,Q112084617-E564EE99-CF9F-45D3-A544-84516E2E8EC7
Q112084569,Narcisse DAMBALÉ,Q327591,SÉ,,,2021-05-05,,,Q112084569-AA6D61B7-83B5-41D0-9BC0-8D159F6A243C
Q112062429,Nestor Nali Mamadou,Q104581386,MCU,,,2021-05-05,,,Q112062429-810F72CB-D047-4C7E-A413-5A7FB9E71648
Q112084621,Nzoungou Samuel,Q104581386,MCU,,,2021-05-05,,,Q112084621-B2184EC8-AAB7-4199-BECA-9D7CD7A115BF
Q112084605,Ousmane GBALASSOUNDOU,Q1968085,KNK,,,2021-05-05,,,Q112084605-88D388B3-5EF2-48E5-B76A-1F81A1B5506A
Q112084604,Patrice OFÉING ALI,Q1968085,KNK,,,2021-05-05,,,Q112084604-8B79A58D-378A-425C-803B-58752883F261
Q112084681,Percus Kette,Q3326601,MLPC,,,2021-05-05,,,Q112084681-A1875B25-84A8-4A7C-8825-951C46F862E9
Q112084611,Pélagie Ngaïndiro Née Senzoure Yatrandji,Q1968085,KNK,,,2021-05-05,,,Q112084611-4C9A5008-3A9F-4B63-BE84-835CCD373A18
Q112084561,Rachel NGAKOLA,,,,,2021-05-05,,,Q112084561-D358A3D6-CD43-4367-8A55-756CCF4F4ED1
Q112084601,Rachel Yassindali,Q327591,SÉ,,,2021-05-05,,,Q112084601-25339451-CAC4-46A2-A481-583A5F0CCD05
Q112084630,Richard Gonguere,Q104581386,MCU,,,2021-05-05,,,Q112084630-858DC000-3C8B-4A6E-BCD5-D4E7E8C1C90E
Q112084663,Richard Steve TORANGA,Q104581386,MCU,,,2021-05-05,,,Q112084663-930DCB42-C06C-452A-A0BF-566EBB39C5EE
Q112084705,Rodrigue Yvon Brice Sialo Ngboda,Q1582199,RDC,,,2021-05-05,,,Q112084705-80E39277-0210-4FF8-8292-C8B0747000D4
Q112084625,Romain Penendji-Lami-Ya,Q104581386,MCU,,,2021-05-05,,,Q112084625-A8C27FC3-8D74-4989-B7EF-49E5BFD9B0A0
Q112084684,Serge Alain Liguela Mboutou,Q3326601,MLPC,,,2021-05-05,,,Q112084684-A0069A60-698A-4345-B032-759AAEBA27EE
Q112084559,Simon DANGAVO,,,,,2021-05-05,,,Q112084559-C992034D-0AD7-48E6-B392-D12C66F080FD
Q112084592,Sylvain Bombo,Q327591,SÉ,,,2021-05-05,,,Q112084592-650201CD-9FF3-4983-BA28-2D622C60F0DE
Q112084699,Sylvain MARANDJI,,,,,2021-05-05,,,Q112084699-32E82336-E728-4E62-B507-C45BEDA8A182
Q112084563,Sylvain-Eugène NGAKOUTOU-PATASSÉ,,,,,2021-05-05,,,Q112084563-21A29C65-AB85-47EB-84A1-00D347DEE042
Q112084671,Sédar Sall Karim,Q104581386,MCU,,,2021-05-05,,,Q112084671-9A28A4C5-0B70-41A0-879F-EC71E83C9C6A
Q112084620,Tefal Kolou,Q104581386,MCU,,,2021-05-05,,,Q112084620-439B48A7-1A7C-4174-803A-F082B57CEE73
Q112079976,Thierry Kamach,Q112098751,MOUNI,,,2021-05-05,,male,Q112079976-A172815C-AA24-403D-A183-2EC69BC2D82C
Q112084595,Thierry Ndomadji Legon Ndoyo,Q327591,SÉ,,,2021-05-05,,,Q112084595-DBADEA05-011A-40DF-8320-546D30C54175
Q112084691,Thomas RABÉ,Q112098751,MOUNI,,,2021-05-05,,,Q112084691-787275A5-299E-472B-AFB0-7B06FDEC48D3
Q112084560,Théophile Ngonda,,,,,2021-05-05,,,Q112084560-57AFEC0B-F61B-415E-BCB4-293D0E257DBD
Q112062442,Timoléon MBAÏKOUA,,,,,2021-05-05,,,Q112062442-E9255BE4-0F74-4750-AFC5-5341D56D2C3E
Q112084579,Valérie Claude BIFANE,Q327591,SÉ,,,2021-05-05,,,Q112084579-E537E719-3DB5-4C97-A33A-C5BC6EDFDF09
Q112084701,Vidal De Bon Coeur Siopathis,Q1582199,RDC,,,2021-05-05,,,Q112084701-68E193A9-CFEE-499C-B3CA-56ED74531CBF
Q112084624,Virginie Baïkoua,Q104581386,MCU,,,2021-05-05,,,Q112084624-E19876D3-A361-4A34-BBB2-320661481F26
Q112084633,Virginie-Béatrice BANDÉKO,Q104581386,MCU,,,2021-05-05,,,Q112084633-F0E117EA-33F2-4722-ACEC-C58ABFE29BBA
Q112084568,Vivien Hervé GABA,Q327591,SÉ,,,2021-05-05,,,Q112084568-88D15328-BCDF-461F-86A2-93B656F1CA5A
Q112084687,William Séraphin WABEM MBETÉ,Q112098751,MOUNI,,,2021-05-05,,,Q112084687-2937096A-B7CB-4AE9-B660-3138FD4A899E
Q112084599,Zacharie Yaou MAFOUR,Q327591,SÉ,,,2021-05-05,,,Q112084599-250A34B9-B920-4286-BD9B-9EA1581C3292
