item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q108782689,Arnaud Djoubane Abazène,Q112063574,Ministre des transports et de l’aviation civile,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,male,Q108782689-60EE7851-892D-4910-8620-09448F169B09
Q112062386,Aristide Sokambi,Q112062139,"Ministre d’État à la justice, garde des sceaux chargé de la Réforme judiciaire et des Droits de l’Homme",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112062386-B9495E35-F17A-4329-9B30-DED34D59FA26
Q112074289,Gaston Makouzangba,Q112062107,"Ministre du travail, de la sécurité sociale et de l’emploi",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,male,Q112074289-98CF18CA-488C-48F5-9373-A6EDA192C9DD
Q112077243,Bounandélé Koumba,Q112062144,Ministre des postes des télécommunications chargé des nouvelles technologies,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112077243-3A5A5C99-179C-4F24-B11B-E40DADB97A8A
Q112078171,Bruno Yapandé,Q112062110,Ministre de la Communication,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078171-AB45A0A5-CB51-4031-A243-7A5E485F1CDD
Q112078187,Assane Abdallah Kadré,Q112062128,Ministre des finances et du budget,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,male,Q112078187-B38CCE1E-58C6-4B5E-85E6-750C201CA9C5
Q112078398,Gertrude Zouta,Q112062156,Ministre du commerce de l’industrie et des petites et moyennes entreprises,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,female,Q112078398-E89DD3BE-4479-43A9-AB59-F584F01FA6AF
Q112078401,Florence Limbio,Q112062118,Ministre de l’économie du plan et de la coopération internationale chargé des pôles de développement,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,female,Q112078401-1710985F-363D-4D37-9D31-12DAA848F765
Q112078494,Margueritte Samba Maliavo,Q112062130,Ministre de la santé et de la population,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078494-38BB1ED7-AEBE-4543-8522-814F3C887BF7
Q112078498,Mahamat Tahïb Yakoub,Q112078499,Ministre délégué à l’élevage,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078498-5F28DB06-BF26-429E-BECA-AF8CC206E8D2
Q112078502,Joseph Agbo,Q112077097,Ministre des mines et de la géologie,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078502-05924FEC-D627-4E4F-AEEE-2AFE09EC74BB
Q112078508,Jacques Médard Mboliaédas,Q112075015,Ministre de l’énergie et de l’hydraulique,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078508-F0299198-5E15-4329-8FF4-DD3680D7A83A
Q112078522,Eugénie Yarafa,Q112078523,Ministre affaires sociales de la promotion du genre et de l’action humanitaire,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078522-5BD13C09-11B3-4B6A-92ED-E5F2DB8521B4
Q112078527,Bernard Simiti,Q112062131,Ministre de l’enseignement supérieur et de la recherche scientifique,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078527-FB29400F-775E-48CF-BFFB-283E67597D78
Q112078528,Modibo Bachir Walidou,Q112062151,Ministre de l’administration du territoire de la décentralisation et régionalisation,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078528-B09DB31B-354F-492B-9D1B-CF4477CFA419
Q112078535,Armel Ningatoloum Sayo,Q112062160,Ministre de la jeunesse et des sports,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078535-8E795C35-4C1D-4971-9C15-AC52712A6287
Q112078682,"Mauricette Joséphine Monthé, née Psimhis",Q112062153,Ministre du tourisme des arts de la culture et de l’artisanat,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078682-9C646A73-024F-4123-8E20-CD7442CC40A9
Q112078708,Odile Zitongo,Q112078709,Ministre de la Fonction publique,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078708-591B03E2-CBCA-4191-8EEF-FDBB35503151
Q112078712,Nicaise Karnou-Samedi,Q112074989,Ministre de l’habitat et du logement,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078712-79209FEE-742F-4DAB-B53B-D20E3EC5C7E1
Q112078718,Laurent Clair Malépou,Q112078719,"Ministre chargé des Travaux, de l’Equipement et de l’aménagement du territoire",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078718-8462D3F1-62FB-4A80-809A-90FB1265BB8E
Q112078731,Jacques Ndemanga-Kamoune,Q112062154,Ministre de l’urbanisme et des édifices publics,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078731-BB0441A0-6AA7-44A4-A813-A53EEF0A3B4E
Q112078749,Célestin Yanindji,Q112063562,"Ministre délégué auprès du Ministre des finances, chargé du budget",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112078749-F8CA187B-433B-4F3F-974D-E10AEB8F09A2
Q112079128,Théotime Soule Balouwé,Q112073768,Ministre chargé du développement du monde rural,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112079128-189E0D59-0EBF-42FB-8F2B-C8F85257BA5F
Q112079129,Sébastien Wénézoui,Q112074671,"Ministre de l’environnement, de l’écologie et du développement durable",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112079129-309846A9-93D1-4403-8ADA-51871D075FDD
Q112079172,Michel Bindo,Q112074936,"Ministre délégué auprès du Ministre de l’Économie, du Plan et de la Coopération internationale, chargé des Pôles de Développement",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112079172-2E4A4614-BDFB-46B4-96BF-C6E073991990
Q112079221,Guy-Marc Mokopété,Q112066081,Ministre chargé du secrétariat du gouvernement des relations avec les institutions,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112079221-46010407-4F59-4D62-B96F-20A5169DCE25
Q112079225,Florence Lydie Ndouba,Q112062113,"Ministre de la réconciliation nationale, du dialogue politique et de la promotion de la culture civique",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112079225-FE1171DE-FA41-4F47-8D31-DE648010F077
Q112079232,Dominique Saïd Panguindji,Q112077216,"Ministre de la Sécurité publique de l’émigration-immigration, porte-parole du Gouvernement",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,male,Q112079232-4CBB4D22-DF46-4CBF-94B0-3D4B90F3FF28
Q112079238,Charlotte Isabelle Gaudeuille,Q112062158,Ministre des eaux forêts chasses et pêches,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,,Q112079238-E02DE4FC-0834-45CE-BA80-77EA40621DDB
Q17439958,Marie-Noëlle Koyara,Q112062115,"Ministre d’État chargé de la défense nationale, de la restructuration des armées, des anciens combattants et des victimes de guerre",2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,female,Q17439958-31934F1B-7C33-4098-A90B-E729B72733F5
Q17497078,Mahamat Kamoun,Q16773091,Premier ministre,2014-08-10,2016-04-02,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,male,Q17497078-90b435f2-4632-4baa-6a83-4e4d48c6b4db
Q19629676,Éloi Anguimaté,Q112062120,Ministre de l’éducation nationale et de l’enseignement technique,2015-07-20,2015-10-29,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,male,Q19629676-774C3FCF-E50E-433B-9D56-207EEE0A27E5
Q27898988,Léonie Banga-Bothy,Q18204366,Minister of Foreign Affairs,2013-06-12,2016-04,,,female,Q27898988-C56B7DD5-13C2-4E4C-9924-C0ABFDE2F1C2
Q99352338,Samuel Rangba,Q18204366,Ministre des affaires étrangères de l’intégration africaine et de la francophonie,2015,2016-04-11,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_III,2022-05-20,male,Q99352338-7094488a-4251-828b-2dfb-ef2181487738
