item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q112083110,Nicele Nkoué,Q112062132,"Ministre chargé de l'Urbanisme, de la Réforme foncière, de la Ville et de l'Habitat",2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083110-086E0324-7E3D-484D-BA46-C2F52DC97BFB
Q112083117,Jean Laurent Magalé,Q112062131,"Ministre chargé de l'Enseignement supérieur, de la Recherche scientifique et de l'Innovation technologique",2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083117-9829F628-4E4C-4FFA-A6FF-C51C26C1328E
Q112083120,Hervé Ndoba,Q112062128,Ministre chargé des Finances et du Budget,2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083120-A9D56496-CD7F-4CB5-AE98-D1B5701DBDB3
Q112083123,Hassan Bouba,Q112062141,Ministre chargé de l'Élevage et de la Santé animale,2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083123-146D19EB-2FF4-48A0-9FF4-D7C7D59A107F
Q112083133,Gontran Ndjono-Ahaba,Q112063574,Ministre chargé des Transports et de l'Aviation civile,2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083133-46ACCBCC-1292-4419-AAAD-C66681B253FA
Q112083219,Mohamed Lawan,Q112074685,Ministre chargé des Petites et Moyennes entreprises et de la Promotion du secteur privé,2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083219-ECC0B12A-7B70-46CD-A6B4-955DBB046332
Q112083221,Michelle Mwanga,Q112080013,"Ministre chargé du Travail, de l'Emploi, de la Protection sociale et de la Formation professionnelle",2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083221-9A8C8BF1-2D07-46C9-99E8-D5460DAFC8EC
Q112083223,Michel Nicaise Nassin,Q112062136,Ministre de l'Intérieur et de la Sécurité publique,2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083223-5D5DCBA1-E671-4808-A390-997B1292DF7D
Q112083229,Marguerite Ramadan,Q112080090,"Ministre chargé de la Promotion du genre, de la Protection de la femme, de la Famille et de l'Enfant",2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083229-5AF123FF-096A-4A38-A59A-1B7C3A6F770B
Q112083235,Marcel Djimassé,Q112079984,Ministre chargé de la Fonction publique et de la Réforme administrative,2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083235-8C363160-DCEE-49AD-8746-59E4D46281E1
Q112083237,Léa Mboua,Q112062133,Ministre chargé du Commerce et de l'Industrie,2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083237-80B81E34-B783-43D9-AD12-6E3C746AD851
Q112083239,Jennifer Saraiva Vanzere,Q112078172,"Ministre chargé des Arts, de la Culture et du Tourisme",2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,,Q112083239-BC38ED30-F719-4944-8ABC-86D69F88F4D7
Q11723717,Jean Willybiro-Sako,Q112077836,"Ministre d'État chargé du désarmement, de la Démobilisation, de la Réintégration, du Rapatriement et du Suivi de l'Accord politique pour la paix et la réconciliation",2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,male,Q11723717-B4616544-096F-415B-BC91-2A49208262F1
Q60680031,Sylvie Baïpo-Temon,Q18204366,"Ministre des Affaires étrangères, de la Francophonie et des Centrafricains de l'étranger",2018-12-14,,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,female,Q60680031-f01f1f0a-4558-8562-32df-e2f48d4a5cb3
Q88310768,Félix Moloua,Q112062118,"Ministre d'État chargé de l'Économie, du Plan et de la Coopération",2021-06-24,2022-02-07,https://fr.wikipedia.org/wiki/Gouvernement_Dondra,2022-05-21,male,Q88310768-9C516E70-F181-4C80-8EB2-D681CC85197E
