item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q112080008,Jean-Louis Opalegna,Q112078709,Ministre de la Fonction Publique,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,,Q112080008-C3613526-1B00-40F0-8A62-CA262CB4830D
Q112080010,Jean-Jacques Sanze,Q112062131,Ministre de l’Enseignement Supérieur,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,male,Q112080010-145316C4-9637-4BA4-814A-95D151DC286B
Q112080015,Jean-Alexandre Dedet,Q112066081,Ministre chargé du Secrétariat Général du Gouvernement,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,,Q112080015-EB0B1021-55B1-41F2-9ACB-2AC79DC9CEB3
Q112080018,Jacob Mokpem Bionli,Q112078172,"Ministre des Arts, de la Culture et du Tourisme",2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,,Q112080018-70D22905-09D1-4277-8547-C1D3B3B85B9E
Q112080021,Henri Wanzet Linguissara,Q112062136,Ministre de I ‘Intérieur chargé de la Sécurité Publique,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,male,Q112080021-EC5A8DDB-8620-4A03-8EA5-C7E1681BFFED
Q112080061,Ginette Amara,Q112080062,Ministre de la Recherche Scientifique et de I’ innovation Technologique,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,female,Q112080061-D4B12302-DB9D-4240-9966-31415A4EC8F9
Q112080080,Eugénie Lucienne Ngbondo,Q112080081,Ministre chargé des Relations avec les Institutions de la République,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,female,Q112080080-FE94E3EB-F093-45CE-8E58-8BBA19762F9B
Q112080084,Chancel Sekode Ndeugbayi,Q112065559,"Ministre Délégué auprès du Ministre des Affaires Etrangères et des Centrafricains de l’Etranger, chargé de la Francophonie et du Protocole d’Etat",2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,male,Q112080084-4618CA73-208B-4BD5-A71D-03EEB0595210
Q112080089,Aline Gisèle Pana,Q112080090,"Ministre de la Promotion de la Femme, de la Famille et de la Protection de l’Enfant",2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,female,Q112080089-4F961969-7685-471F-936F-03683EE2C8F6
Q112080094,Ahamed Senoussi,Q112080095,Ministre des Travaux Publics et de I’Entretien Routier,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,,Q112080094-6BBA7DAE-2CDC-4CED-B972-3BE93AED58B0
Q11855176,Charles-Armel Doubane,Q18204366,Ministre des Affaires étrangères et des Centrafricains de l’étranger,2016-04-11,2018-12-14,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,male,Q11855176-C4D16B68-0B65-4B77-BFEB-2FB0A91BB4C1
Q17439958,Marie-Noëlle Koyara,Q112062115,Ministre de la Défense Nationale et de la Reconstruction de l’Armée,2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,female,Q17439958-6114D8A0-16EA-4A52-BD3C-902E25881F8B
Q23729455,Simplice Sarandji,Q16773091,Prime Minister of the Central African Republic,2016-04-02,2019-02-22,,,male,Q23729455-386a61ed-423b-1d6d-634f-92765b208735
Q60680031,Sylvie Baïpo-Temon,Q18204366,Minister of Foreign Affairs,2018-12-14,,,,female,Q60680031-f01f1f0a-4558-8562-32df-e2f48d4a5cb3
Q6170003,Jean-Serge Bokassa,Q112062134,Minister of Interior,2016-04-11,2018-04-14,,,male,Q6170003-36EEDB65-EDCD-4D00-9396-BFE7151988BB
Q6170003,Jean-Serge Bokassa,Q112062151,"Ministre de l’Administration du Territoire, de la Décentralisation et du Développement Local",2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,male,Q6170003-7A5AAF35-18B2-4676-8DD3-92A9C92593FF
Q88310768,Félix Moloua,Q112062118,"Ministre de l’économie, du plan et de la Coopération",2017-09-12,2019-02-22,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_II,2022-05-20,male,Q88310768-1CC9E671-5A34-4732-944B-C6F1E65CA23C
