item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q107273326,Henri Marie Dondra,Q112062128,Ministre des finances et du Budget,2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,male,Q107273326-E8DD4FBE-EA47-42EA-949C-3A401EF1FBD7
Q112074691,Yerima Youssoufa Mandjo,Q112062141,Ministre de l’élevage et de la santé animale,2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,male,Q112074691-1751D289-E02C-43AB-B77F-41C1387C46BA
Q112075034,Théodore Jousso,Q112063574,"Ministre de l’équipement, des transports, de l’aviation et du désenclavement",2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,male,Q112075034-9B222CD3-9ABE-4F34-B6D0-9F12A87854FC
Q112079588,Virginie Mbaïkoua,Q112079589,Ministre des affaires sociales et de la réconciliation nationale,2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,female,Q112079588-386B1981-F4B4-4C76-9F37-BC5C78CCD29F
Q112079591,Sylvère Ngarso,Q112062160,"Ministre de la promotion de la jeunesse, du développement des sports et du service civique",2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,,Q112079591-B5780363-AFC8-491F-A556-4A805AAFE929
Q112079593,Moukadas Noure,Q112062131,"Ministre de l’éducation nationale, de l’enseignement supérieur et de la recherche scientifique",2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,male,Q112079593-A624BDA0-BDB9-4F3B-84F7-764D43E49756
Q112079595,Léopold Mboli Fatrane,Q112062121,"Ministre des mines, de l’énergie et de l’hydraulique",2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,male,Q112079595-0B1B4299-70A4-46CA-9CB7-3E6C2E3DED73
Q112079597,Justin Gourna Nzacko,Q112062144,"Ministre des postes et télécommunications, chargé de la promotion des nouvelles technologies d’information et de communication",2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,,Q112079597-C2ED9807-F887-4105-A010-F312A761AC59
Q112079601,Jean Christophe Nguinza,Q112066081,"Ministre du secrétariat général du gouvernement, chargé des relations avec les institutions de la république et du suivi-évaluation des politiques publiques",2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,male,Q112079601-0F47CC61-3742-4D9E-9165-5FF23BF98D24
Q112079604,Honoré Feizoure,Q112072739,Ministre de l’agriculture et du développement rural,2016-04-11,2017-09-12,https://fr.wikipedia.org/wiki/Gouvernement_Sarandji_I,2022-05-20,male,Q112079604-2742587B-0BDA-4076-AB22-7EA8B4FD1C9F
