@@,item,itemlabel,startdate,enddate
->,Q310860,David Dacko,1979-09-20->1979-09-21,1981-09-01
->,Q310883,André Kolingba,1981-09-01,1993-10-22->1985-09-21
+++,Q310883,André Kolingba,1985-09-21,1986-11-21
+++,Q310883,André Kolingba,1986-11-21,1993-10-22
->,Q8202995,Michel Djotodia,2013-03-24,2014-01-10->2013-08-18
+++,Q8202995,Michel Djotodia,2013-08-18,2014-01-10
