item,name,positionItem,position,startDate,endDate,source,sourceDate,psid
Q112065539,Cyrus Emmanuel Sandy,Q112065196,Ministre délégué à la Sécurité publique,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065539-3DFB999B-F071-432F-AE85-EB48EDF3EA7E
Q112065543,Jean-Michel Mandaba,Q112065545,Ministre délégué à l'Environnement et au Tourisme,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065543-9438559C-5D7C-4B7F-9C35-DF1DFB575835
Q112065549,Joseph Vermont Tchendo,Q112065550,"Ministre d'État, Conseiller spécial de la Présidence de la République",2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065549-721FFBEC-F360-4BCA-9AA0-A4BAB39B6793
Q112065558,Marguerite Koffio,Q112065559,Ministre délégué à la Francophonie,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065558-C4C16256-C811-497C-B48B-ACEE646B588A
Q112065563,général de brigade Xavier Sylvestre Yangongo,Q112065194,Ministre délégué au Désarmement,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065563-33C5426A-50D9-4CF3-B30A-E295DDA64838
Q15844911,Joseph Kalité,Q112062147,Ministre de la Santé publique et Population,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q15844911-295D07D9-DF88-4D30-926F-A13FE09DF8B3
Q1648403,Martin Ziguélé,Q16773091,"Premier ministre, Chef du Gouvernement",2001-04-01,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q1648403-C3B1D59C-D7D4-4BE8-A185-2F75A814E22D
Q2826508,Agba Otikpo Mézodé,Q18204366,Ministre des Affaires étrangères,2001,2003,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q2826508-64F8FBF8-CD46-48F4-8D3B-C352AB7D1B82
Q58216808,Laurent Ngon Baba,Q112062106,"Ministre de la Fonction publique, Emploi et Prévoyance sociale",2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q58216808-1727C4CC-A1B8-403E-B66D-BCC776DA025D
Q6756173,Marcel Météfara,Q112062139,Ministre de la Justice,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q6756173-CCDF1250-311E-4EA2-9E02-644763FDD4CF
