item,name,positionItem,position,startDate,endDate,source,sourceDate,psid
Q112062380,Alexis N'Gomba,Q112062118,Ministre du Plan et de la coopération internationale,2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062380-D75FFF39-1813-4FFB-9346-7A5EFFB7AB5D
Q112062382,André Nalké Dorogo,Q112062121,"Ministre des Mines, de l’Énergie et de l’Hydraulique",2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062382-000C67B0-0D1A-40BE-94A8-4536E2EB5D60
Q112062383,André Tobi Kotazo,Q112062148,"Ministre de l’Équipement, de l’Aménagement, des Transports, chargé du Désenclavement",2001-08-31,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062383-525E746E-E49A-4DC4-96B0-9D390107744E
Q112062396,Eric Sorongopé,Q112062128,Ministre d'État chargé du Budget,2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062396-70974082-28A6-48FD-9FA1-6FD8B94E8687
Q112062401,Gabriel Jean-Edouard Koyambounou,Q112062143,"Ministre d’État, de la Communication, des Postes et Télécommunications, chargé des nouvelles Technologies, de la Culture et de la Francophonie",2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062401-3C8FE617-D235-4AB8-A303-2754053E266D
Q112062403,Françoise Ibrahim,Q112062126,"Ministre des Affaires sociales, Promotion des Femmes, Jeunes, chargé de la réinsertion des handicapés",2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062403-6E90477B-2D56-4BF1-A947-DFFED2B1C026
Q112062405,Jacob M'Baitadjim,Q112062133,"Ministre du Commerce et de l’Industrie, chargé de la promotion du secteur privé",2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062405-0254B6FD-7B04-42F1-ACE0-25584CD331C0
Q112062410,Jean Dominique N'Darata,Q112062160,Ministre de la Jeunesse et des Sports,2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062410-BA734F28-D0E6-42B1-9277-640CD85D2CDB
Q112062414,Joseph Mozoulé,Q112062134,Ministre de l’Intérieur et Sécurité publique,2001-08-31,2003-01-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062414-B9A1ACEE-4B4F-4B4E-8968-E8D876C31D5C
Q112062424,Michel Docko,Q112062114,Ministre chargé des Relations avec le Parlement,2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062424-1F80876A-0A34-433D-ACE5-ED28DFE7BF2D
Q112062428,Constance Nathalie Gounébana,Q112062123,"Ministre des Eaux, Forêts, Chasse, Pêche, Environnement et Tourisme",2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062428-BF009630-6AA5-4C73-8533-82B7FFAEE848
Q112062432,Pierre Angoa,Q112062115,Ministre de la Défense nationale,2001-08-31,2003-01-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062432-18EE272A-200E-4B5F-BDF1-8D67E6BC545E
Q112062436,Salomon Namkoséréna,Q112062146,Ministre chargé de la Promotion du monde rural,2001-04-06,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062436-A0706AB6-6BE3-4669-8B00-A9C961151130
Q112062442,Timoléon M'Baikoua,Q112062131,Ministre de Éducation nationale et de l’Enseignement supérieur,1999-11-02,2003-03-15,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112062442-32599035-8024-4CAE-A1FB-E5E2763C6FE0
Q112065165,Clément Eregani,Q112065166,Ministre délégué au Plan et à la coopération internationale,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065165-C38E22C5-E626-4409-9986-8B08309BB6E8
Q112065188,Lazare Dokoula,Q112063562,Ministre délégué aux Finances et au Budget,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065188-832BBFA5-D8BB-4D92-B31A-2CE48553BAD8
Q112065201,Victor Boucher,Q112065202,Ministre délégué aux Affaires étrangères,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065201-B656CDAD-D462-4A17-A42A-6E2DC0B7B80C
Q112065514,André Ringui le Gaillard,Q112065515,Ministre délégué à l'Éducation nationale,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065514-F615C4E0-1FF2-484B-816E-32D8CCD02F95
Q112065518,Binga Bassoukpalo,Q112065519,Ministre délégué à l'Équipement,2001-08-30,2003-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Zigu%C3%A9l%C3%A9_II,2022-05-18,Q112065518-CCF4ADD3-5CCF-4ACD-B830-B8C2200941E4
