item,name,positionItem,position,startDate,endDate,source,sourceDate,psid
Q112062426,lieutenant-colonel Michel Paulin Bondéboli,Q112062136,Ministre de l'Intérieur chargé de la Sécurité publique,2003-03-31,2003-12-15,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112062426-FBB777B6-D3BF-4C82-B5A4-2A855A766505
Q112062427,Pokomandji Sonny,Q112062124,Ministre de l'Équipement et des Transports,2003-03-31,2005-06-19,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112062427-C029CEDF-95B9-4033-8F20-106A6A74A095
Q112062429,Pr Nestor Mamadou Nali,Q112062147,Ministre de la Santé et de la Population,2003-03-31,2005-06-19,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112062429-E55210CA-426C-45A6-94F8-36FDAA6CA46C
Q112062433,Pierre Gbianza,Q112062104,Ministre de la Modernisation et du Développement de l'agriculture,2003-03-31,2003-12-15,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112062433-44A0443E-3C34-4973-B31E-1158C8DF767E
Q112062439,Lieutenant Sylvain N'Doutingai,Q112062121,Ministre de l'Energie et des Mines,2003-03-31,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112062439-0266F264-912B-4DD5-8FD4-076BD0BB49F9
Q112072396,Charles Ouénézoui,Q112072397,"Secrétaire d'État aux Affaires étrangères, à l'Intégration régionale et à la Francophonie",2003-03-31,2003-12-12,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112072396-5507C5D2-F6F9-40FB-B373-946CCBF315AA
Q112072406,Lazare Yagao N'Gama,Q112072407,"Secrétaire d'État à l'Éducation nationale, chargé de l'Enseignement supérieur et de la Recherche",2003-03-31,2003-12-12,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112072406-A3A5D5FD-8BBF-4162-ADF1-E275A6EA4252
Q112072408,Philippe Ouaradagué,Q112065166,Ministre délégué au Plan et à la Coopération internationale,2003-03-31,2003-12-12,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112072408-7460DF55-B7EB-443A-A73C-658A5B0F86B1
Q112072409,Zarambaud Assingambi,Q112066081,Ministre chargé du Secrétariat général du gouvernement et des Relations avec le Conseil national de transition,2003-03-31,2003-12-12,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112072409-76795699-4F01-42BD-91A9-4457E5F93034
Q112072410,colonel Jules Ouandé,Q112072411,Secrétaire d'État à la Défense chargé du Désarmement,2003-03-31,2003-12-12,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q112072410-0ED51D6A-3BC4-4E71-B3DC-1F4B35728BDA
Q20995546,Yacinthe Wodobodé,Q112062156,"Ministre du Commerce, de l'Industrie et de la Promotion du secteur privé",2003-03-31,2003-12-15,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q20995546-B62F307F-B51C-4F9F-A202-417F173B8615
Q318433,Pr Abel Goumba,Q16773091,"Premier ministre, chef du Gouvernement, ministre de l'Économie, des Finances, du Budget, du Plan, et de la Coopération internationale",2003-03-15,2003-12-11,https://fr.wikipedia.org/wiki/Gouvernement_Goumba,2022-05-19,Q318433-6EB58FFE-799F-4B36-94E0-07490D9A21A0
