name,position
Faustin Touadéra,Premier ministre
Jean-Eudes Teya,Ministre d'Etat au Développement rural
M. Sylvain Maliko,"Ministre d'État au Plan, à l'Économie et à la Coopération Internationale"
Lieutenant-Colonel Sylvain Doutingaï,"Ministre d'État aux Mines, à l'Énergie et à l'Hydraulique"
Colonel Anicet Parfait Mbay,Ministre d'État aux Transports et à l'Aviation Civile
le Général d'Armée François Bozizé,"Ministre de la Défense nationale, des Anciens combattants, des Victimes de guerre, du Désarmement et de la Restructuration de l'Armée"
le général de Brigade Raymond Paul Ndougou,Ministre de l'Intérieur Chargé de la Sécurité publique
Mme Marie-Solange Pangonéndji Ndakala,"Ministre de la Famille, des Affaires Sociales et de la solidarité Nationale"
M. Désiré Kolingba,Ministre de la Jeunesse des Sports des Arts et de la Culture
M. Emmanuel Bizot,Ministre des Finances et du Budget
M. Maleyombo Thierry Savonarole,Ministre de la Justice Garde des sceaux
Fidèle Gouandjika,"Ministre des Postes et Télécommunications, chargé de Nouvelles technologies"
M. Laurent Ngon Baba,Ministre chargé du Secrétariat Général du Gouvernement et des Relations avec le Parlement
Mme Bernadette Sayo,Ministre du Développement du Tourisme et de l'Artisanat
M. Dieudonné Kombo Yaya,"Ministre des Affaires Etrangères, de l'Intégration régionale et de la Francophonie"
M. Cyriaque Samba Panza,Ministre de l'Equipement et du Désenclavement
M. Gaston Mackouzangba,"Ministre de la Fonction Publique, du Travail de la sé curité sociale et de l'Insertion Professionnelle des jeunes"
Mme Yvonne Mboïssona,Ministre des Eaux Forêts Chasses et Pêches et de l'Environnement
M. Faustin Ntelnoumbi,Ministre de la Santé Publique de la Population et de la Lutte de contre le Sida
M. Bernard Lalah Bonamna,Ministre de l'Education Nationale de l'Alphabétisation de l'Enseignement Supérieur et de la Recherche
Mme Émilie Béatrice Epaye,"Ministre du Commerce, de l'Industrie, des Petites et Moyennes Entreprises"
M. Cyriaque Gonda,"Ministre de la Communication, du Civisme, du Dialogue et de la Réconciliation Nationale"
M. Jean Serge Wafio,"Ministre de la Reconstruction des Edifices Publics, de l'Urbanisme et de Logement"
Dr. David Banzokou,Ministre Délégué auprès du Ministre D'Etat au développement Rural Chargé de l'Agriculture
M. Jean Chrysostome Mekondongo,"Ministre délégué auprès du ministre d'Etat aux Mines, à l'Energie et à l'Hydraulique chargé de l'Energie et de l'Hydraulique"
Mme Marie-Reine Hassen,"Ministre Délégué auprès du ministre d'Etat au Plan à l'Economie et à la Coopération Internationale, chargé de la Coopération Internationale"
M. Ambroise Zawa,"Ministre Délégué auprès du ministre de l'Education Nationale, de l'Alphabétisation, de l'Enseignement Supérieur et de la Recherche chargé de l'Enseignement Primaire et Secondaire"
M. Francis Bozizé,"Ministre Délégué auprès du ministre de la Défense nationale, des Anciens Combattants, des Victimes de Guerre, du désarmement et de la restructuration de l'Armée chargé du Désarmement, de la restructuration de l'Armée, des Anciens Combattants et des Victimes de Guerre"
M. Aurélien Simplice Zingas,"Ministre Délégué auprès du ministre de Commerce de l'Industrie, des Petites et Moyennes Entreprises Chargé du Guichet Unique"
M. Raymond Adouma,Ministre Délégué auprès du ministre des Eaux Forêt Chasses et Pêches et de l'Environnement chargé de l'Environnement
