item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q112078450,Thierry-Marie Métinkoé,Q112077216,"Ministre de la sécurité publique de l’émigration, immigration",2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078450-3A24A54E-8A88-420A-9FF3-B120CCF04C47
Q112078454,Romaric Vomitiadé,Q112062153,Ministre du tourisme des arts de la culture et de l’artisanat,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078454-A81BF335-A949-4474-8496-C448DAB65565
Q112078482,Robert Namsénéï,Q112074671,"Ministre de l’environnement, de l’écologie et du développement durable",2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078482-FED778F6-7222-490F-94B6-ECA4CD6D2458
Q112078494,Margueritte Samba Maliavo,Q112062130,Ministre de la santé et de la population,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078494-C2C83F37-1479-4FCC-90AF-1CAB788F2D05
Q112078496,Marc Mokopété,Q112066081,Ministre chargé du secrétariat du gouvernement des relations avec les institutions,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078496-274DDF6E-BB8E-40E5-8B46-975D7BC5178E
Q112078498,Mahamat Tahîb Yakoub,Q112078499,Ministre délégué à l’élevage,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078498-8C663481-7B70-4FE6-AEFA-D219D6EC78F1
Q112078502,Joseph Agbo,Q112077097,Ministre des mines et de la géologie,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078502-7F3A6842-651E-4211-8E89-830F5E358BDF
Q112078507,Jeannette Déthoua,Q112074270,"Ministre de la réconciliation, dialogue politique et de la promotion de la culture civique",2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078507-8F4DEC15-9911-44EF-AD52-A5436CD120D8
Q112078508,Jacques-Médard Mboliaédas,Q112075015,Ministre de l’énergie et de l’hydraulique,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078508-ABA292AA-36FC-4470-A3A2-A88788CD991E
Q112078509,Jacques Ndémanga,Q112062154,Ministre de l’urbanisme et des édifices publics,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078509-DA813BF4-8CC9-4E09-B163-FF147930F464
Q112078510,Jacob Désiré Ngaya,Q112063562,Ministre délégué aux finances et au budget,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078510-794EB9C4-C233-487E-B401-31F373616A7F
Q112078513,Gilbert Kongrengbo,Q112074989,Ministre de l’habitat et du logement,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078513-49140C44-5DEE-42A9-8207-AB2DDDB2070F
Q112078518,Gabriel Faustin Ngbodou,Q112062139,Ministre de la justice garde des sceaux chargé de la réforme judiciaire et des Droits de l’Homme,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078518-483F3F2A-DAAB-4292-98A7-3C5CA8E11E59
Q112078522,Eugénie Yarafa,Q112078523,Ministre des affaires sociales et de l’action humanitaire,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078522-40DEE576-D5FA-4B06-B83B-17986676BF15
Q112078525,Bonandélé Koumba,Q112062128,Ministre des finances et du budget,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078525-6EE56E18-0068-44EB-9256-1BD5979E47A3
Q112078527,Bernard Simiti,Q112062131,Ministre de l’enseignement supérieur et de la recherche scientifique,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078527-6852D1B2-F0A9-40C9-A0EE-885808A841BA
Q112078528,Bachir Modibo Walidou,Q112062151,Ministre de l’administration du territoire de la décentralisation et régionalisation,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078528-0277FE1A-C3DD-4F8C-BC7F-2A05267C4F49
Q112078535,Armel Ningatoloum Sayo,Q112062160,Ministre de la jeunesse et des sports,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,,Q112078535-A9A1C889-828F-48B7-965F-9B16E411E79E
Q17439958,Marie-Noëlle Koyara,Q112062125,Ministre d’État chargé des travaux publics de l’équipement et de l’aménagement du territoire,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,female,Q17439958-E97BABE0-DDCE-4724-A751-1018270F72CB
Q17497078,Mahamat Kamoun,Q16773091,Premier ministre,2014-08-10,2016-04-02,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,male,Q17497078-90b435f2-4632-4baa-6a83-4e4d48c6b4db
Q19629676,Éloi Anguimaté,Q112062107,Ministre de la Fonction publique,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,male,Q19629676-7C4FF99C-5B4E-4B24-9512-D79129FC2608
Q19629685,Gisèle Bedan,Q112062142,Ministre de l’éducation nationale et de l’enseignement technique,2014-08-22,2015-01-16,https://fr.wikipedia.org/wiki/Gouvernement_Kamoun_I,2022-05-20,female,Q19629685-338230A8-5190-46DA-B0C4-21720ADCF8D7
Q27898988,Léonie Banga-Bothy,Q18204366,Minister of Foreign Affairs,2013-06-12,2016-04,,,female,Q27898988-C56B7DD5-13C2-4E4C-9924-C0ABFDE2F1C2
Q99352338,Samuel Rangba,Q18204366,Minister of Foreign Affairs,2015,2016-04-11,,,male,Q99352338-7094488a-4251-828b-2dfb-ef2181487738
