item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q108782689,Arnaud Djoubane-Abazène,Q112062139,"Ministre d’État chargé de la justice, de la Promotion des droits humains et de la Bonne Gouvernance, Garde des Sceaux",2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q108782689-1346CB37-00B2-4D39-BB16-77344FCA9DDC
Q112034649,Pierre Somsé,Q112062130,Ministre chargé de la Santé et de la Population,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q112034649-90FC52FB-5CBA-4B29-8061-9C4C6B03F81F
Q112078171,Bruno Yapandé,Q112062151,"Ministre chargé de l’Administration du territoire, de la Décentralisation et du Développement local",2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,,Q112078171-347D50DA-EAE0-45C1-8F68-F92673B6650F
Q112079588,Virginie Mbaïkoua,Q112079941,Ministre chargé de l’Action humanitaire et de la Solidarité,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,female,Q112079588-2DF6D3DB-894A-4159-A428-8EDFA814BAE2
Q112079593,Moukadas Nouré,Q112062120,Ministre chargé de l’Éducation nationale,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q112079593-3BC4820C-0EE3-41B1-A0AE-4B7E4ED75158
Q112079976,Thierry Kamach,Q112079977,Ministre chargé de l’Environnement et du Développement durable,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q112079976-BFFF1F21-39BC-4D7B-A374-24D0496AE7E9
Q112079998,Justin Gourna-Zacko,Q112062143,"Ministre chargé de l’Économie numérique, des Postes et Télécommunications",2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q112079998-B15CE344-1D58-4904-A0BD-FEBC55554AA1
Q112080265,Maxime Balalou,Q112066081,Ministre chargé du Secrétariat général du Gouvernement et des Relations avec les institutions de la République,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q112080265-1F7C1AFC-B8D2-407F-89E4-AC3A85D91983
Q112080289,Guismala-Amza,Q112078719,Ministre chargé de l’Équipement et des Travaux publics,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q112080289-37552C89-C445-47FC-9574-C6DADAD48119
Q112080314,Idriss Amit,Q112062158,"Ministre chargé des Eaux, des Forêts, de Chasse et de la Pêche",2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,male,Q112080314-945169A6-F294-4651-AEB6-544B20101585
Q112083077,Gilbert Tomou Deya,Q112065194,"Ministre délégué auprès du ministre d’État chargé du Désarmement, de la Démobilisation, de la Réintégration, du Rapatriement, chargé du Suivi de l’Accord politique pour la paix et la réconciliation nationale",2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,,Q112083077-E83819E5-4536-4957-A3CC-6457D958EA19
Q112083080,Erie Rekosse-Kamot,Q112072739,Ministre chargé de l’Agriculture et du Développement rural,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,,Q112083080-48A74D18-AA91-4403-84B9-9D5A261DAAD9
Q112083081,Claude Rameaux Bireau,Q112062115,Ministre de la Défense nationale et de la Reconstruction de l’armée,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,,Q112083081-1B25476F-46D2-41C9-9A4A-15CCA6AC1A3B
Q112083084,Arthur Bertrand Piri,Q112075015,Ministre chargé du Développement de l’Énergie durable et des Ressources hydrauliques,2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,,Q112083084-4166012C-59E2-4565-A0F2-E41C1C808BB3
Q112083089,Aristide Briand Reboas,Q112062160,"Ministre chargé de la Promotion de la Jeunesse, des Sports et de l’Éducation civique",2022-02-07,,https://oubanguimedias.com/2022/02/11/centrafrique-pourquoi-le-maintien-de-tous-les-ministres-dondra-dans-le-gouvernement-de-felix-moloua/,2022-05-21,,Q112083089-BD73D132-C2C2-4B54-AD03-2760ADC79F59
