item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112890822,Abdel Karim Meckassoua,Q327591,IND,,,2005-05-08,2009-09-30,,Q112890822-E39FB8EB-8084-4A43-83A5-B500DB346055
Q112890823,Abdoulaye Midjani,,,,,2006-08,2009-09-30,,Q112890823-697F65B6-47DA-4C74-94BF-97912E58B982
Q112890833,Abraham Ngoto Boloum,,,,,2005-05-08,2009-09-30,,Q112890833-8A463C3C-F2CD-4114-8479-FCDE35C8491A
Q112890834,Al-Hadji Hibrahim Alim,,,,,2005-05-08,2009-09-30,,Q112890834-F6014629-E2B9-450D-B598-70C91FDCD1AC
Q112890835,Alexandre Fernand Nguendet,Q1582199,Central African Democratic Rally,,,2005-05-08,2009-09-30,,Q112890835-FD34DF35-DB92-4EC1-A48A-E3C61A6A7C4F
Q112116415,Ali Kassala,,,,,2005-05-08,2009-09-30,,Q112116415-C37EF474-D876-4AC1-B644-538B805309BD
Q112890836,Ali Ouesse,,,,,2005-05-08,2009-09-30,,Q112890836-DEE5EA82-CF54-4E68-8FAB-BFDB04ABCA5A
Q112890837,Aliou Babetel,,,,,2005-05-08,2009-09-30,,Q112890837-D60D9DFA-2B13-4FB8-A12B-0B974BEAAF10
Q112890838,André Bayéré,,,,,2005-05-08,2009-09-30,,Q112890838-16561D75-CF40-45DD-978B-EAE633E5D2EB
Q112890839,André Ndjogo,Q1582199,Central African Democratic Rally,,,2005-03-13,2009-09-30,,Q112890839-857F01A6-E355-4139-8C81-9C7C57DC64F1
Q112890840,André Zaïna,,,,,2005-05-08,2009-09-30,,Q112890840-CD9A4466-2D2A-4B2D-81CD-1F958DD19047
Q4768083,Anne Marie Goumba,,,,,2005-05-08,2009-09-30,female,Q4768083-2C5B4098-C75C-47DB-8108-51F7FF14A90E
Q112890841,Antoine Foy,,,,,2005-03-13,2009-09-30,,Q112890841-55219317-6944-4FF9-A20E-B891EA693884
Q112890842,Auguste Agoudé,,,,,2005-05-08,2009-09-30,,Q112890842-053D801B-3394-4C07-A076-D1C04DA6FDAB
Q112890843,Barthélémy Boua,Q3326601,Movement for the Liberation of the Central African People,,,2005-03-13,2009-09-30,,Q112890843-F7C38C7E-FFD9-49FC-8A9E-26E2B3FD7DBA
Q112890844,Biré Migué,,,,,2005-05-08,2009-09-30,,Q112890844-1613B486-AC12-49BE-B52D-820C4BF9F67A
Q112890845,Boniface Sombo,Q327591,IND,,,2005-05-08,2009-09-30,,Q112890845-9621EA8B-09C9-4507-81BF-E8A0BD537FAF
Q112890846,Béatrice Émilie Epayenée,Q327591,IND,,,2005-05-08,2009-09-30,,Q112890846-2A8BE8D0-4B85-4FF2-AFF1-C9C5CE4070C2
Q1065479,Charles Massi,,,,,2005-05-08,2009-09-30,male,Q1065479-D1C90C7C-723E-48EA-8EDD-26E9B14B11A3
Q112890847,Christophe Ndouba,Q3326601,Movement for the Liberation of the Central African People,,,2005-03-13,2009-09-30,,Q112890847-37014C5E-0365-4A92-BE83-3276447B2CEF
Q112890849,Cymossi Etienne Kezza Koyangbo,,,,,2005-05-08,2009-09-30,,Q112890849-901E7BFE-0FB1-454B-9732-F0111635BFA4
Q112074269,Cyriaque A. Gonda,Q20982139,National Party for a New Central Africa,,,2005-05-08,2005-10,male,Q112074269-2A1E0CC7-1B78-4310-89F3-BFD55237EC4F
Q112890851,Célestin Nguewili,,,,,2005-05-08,2009-09-30,,Q112890851-09EB535C-D2CE-4FE7-8900-87CBE0CC50E1
Q112062392,Daniel Émery Dédé,,,,,2005-05-08,2009-09-30,,Q112062392-B304F37F-38AF-4316-8773-29D351036DEA
Q112890853,David Dendou,,,,,2005-05-08,2009-09-30,,Q112890853-3A27D820-CB7B-4287-8DB2-2F830DE12A32
Q112890855,Diarra Alima,,,,,2005-05-08,2009-09-30,female,Q112890855-1B06879F-BA2D-4CDC-AAAF-22E7018A60E1
Q112890857,Dogonendjé Nzafio,Q327591,IND,,,2005-05-08,2009-09-30,,Q112890857-9791774A-E291-4DBB-9744-F07D8EEEA2BD
Q112890858,Dominique Vidakoa,,,,,2005-05-08,2009-09-30,,Q112890858-4B609FFD-63B3-4CBC-B783-AAB4E76613E9
