ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q109037610,Q109037610,,,,,,,,,,,,,,,,
,Q28500043,Q28500043,,,,,,,,,,,,,,,,
,Q56305535,Q56305535,,,,,,,,,,,,,,,,
,Q18169972,Q18169972,1997-02-18,11,,,,,,,,,,,,,,
,Q18169988,Q18169988,1999-01-15,11,,,,,,,,,,,,,,
,Q18331741,2nd Dologuélé Cabinet,1999-11-01,11,,,2000-04-16,11,,,,,Q18289300,3rd Dologuélé Cabinet,,,,
,Q18289300,3rd Dologuélé Cabinet,2000-04-16,11,,,2001-04-05,11,,,Q18331741,2nd Dologuélé Cabinet,Q18414241,1st Ziguélé Cabinet,,,,
,Q18414241,1st Ziguélé Cabinet,2001-04-06,11,,,2001-08-30,11,,,Q18289300,3rd Dologuélé Cabinet,Q18414242,2nd Ziguélé Cabinet,,,,
,Q18414242,2nd Ziguélé Cabinet,2001-08-30,11,,,2003-01-15,11,,,Q18414241,1st Ziguélé Cabinet,Q25377179,3rd Ziguélé Cabinet,,,,
,Q25377179,3rd Ziguélé Cabinet,2003-01-16,11,,,2003-03-31,11,,,Q18414242,2nd Ziguélé Cabinet,Q18086086,Goumba Cabinet,,,,
,Q18086086,Goumba Cabinet,2003-03-31,11,,,2003-12-12,11,,,Q25377179,3rd Ziguélé Cabinet,Q18086093,1st Gaombalet Cabinet,,,,
,Q18086093,1st Gaombalet Cabinet,2003-12-15,11,,,2004-09-02,11,,,Q18086086,Goumba Cabinet,Q18331840,2nd Gaombalet Cabinet,,,,
,Q18331840,2nd Gaombalet Cabinet,2004-09-02,11,,,2005-06-19,11,,,Q18086093,1st Gaombalet Cabinet,Q18289312,1st Doté Cabinet,,,,
,Q18289312,1st Doté Cabinet,2005-06-19,11,,,2006-01-31,11,,,Q18331840,2nd Gaombalet Cabinet,Q18289315,2nd Doté Cabinet,,,,
,Q18289315,2nd Doté Cabinet,2006-01-31,11,,,2006-09-02,11,,,Q18289312,1st Doté Cabinet,Q18289317,3rd Doté Cabinet,,,,
,Q18289317,3rd Doté Cabinet,2006-09-02,11,,,2008-01-28,11,,,Q18289315,2nd Doté Cabinet,Q18414238,1st Touadéra Cabinet,,,,
,Q18414238,1st Touadéra Cabinet,2008-01-28,11,,,2009-01-19,11,,,Q18289317,3rd Doté Cabinet,Q18414239,2nd Touadéra Cabinet,,,,
,Q18414239,2nd Touadéra Cabinet,2009-01-19,11,,,2011-04-22,11,,,Q18414238,1st Touadéra Cabinet,Q18414240,3rd Touadéra Cabinet,,,,
,Q18414240,3rd Touadéra Cabinet,2011-04-22,11,,,2013-02-03,11,,,Q18414239,2nd Touadéra Cabinet,Q25377173,1st Tiangaye Cabinet,,,,
,Q25377173,1st Tiangaye Cabinet,2013-02-03,11,,,2013-03-31,11,,,Q18414240,3rd Touadéra Cabinet,Q18414236,2nd Tiangaye Cabinet,,,,
,Q18414236,2nd Tiangaye Cabinet,2013-03-31,11,,,,,,,Q25377173,1st Tiangaye Cabinet,,,,,,
,Q17629230,Q17629230,2013-06-12,11,,,2014-01-27,11,,,,,,,,,,
,Q17629220,Q17629220,2014-01-27,11,,,,,,,,,,,,,,
,Q18414235,Q18414235,2014-08-22,11,,,2015-01-16,11,,,,,,,,,,
,Q25377574,Q25377574,2015-01-16,11,,,2015-07-20,11,,,,,,,,,,
,Q25378826,3rd Kamoun Cabinet,2015-07-20,11,,,2015-10-29,11,,,,,,,,,,
,Q25380087,4th Kamoun Cabinet,2015-10-29,11,,,2016-04-11,11,,,,,Q23816935,Sarandji Cabinet,,,,
,Q23816935,Sarandji Cabinet,2016-04-11,11,,,2017-09-12,11,,,Q25380087,4th Kamoun Cabinet,,,,,,
,Q56301415,2nd Sarandji Cabinet,2017-09-12,11,,,2019-02-22,11,,,,,,,,,,
,Q112059971,Ngrebada Cabinet,2019-02-22,11,,,2021-06-10,11,,,Q56301415,2nd Sarandji Cabinet,Q109037602,Dondra Cabinet,,,,
,Q109037602,Dondra Cabinet,2021-06-24,11,,,2022-02-07,11,,,,,Q112059981,Moloua Cabinet,,,,
,Q112059981,Moloua Cabinet,2022-02-07,11,,,,,,,Q109037602,Dondra Cabinet,,,,,,
