item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q112080261,Maxime Mokom,Q112077836,Ministre chargé du Désarmement Démobilisation Réinsertion et Rapatriement (DDRR),2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080261-3D03B389-CC52-4471-A45E-E43469661EA1
Q112080265,Maxime Balalou,Q112066081,Ministre chargé du Secrétariat général du Gouvernement,2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080265-F2A532F2-E08D-42D9-A32E-E803B1FDF7DA
Q112080271,Hugues Tchemeuni,Q112062133,Ministre du Commerce et de l’Industrie,2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080271-323FAFEE-5AB5-4D76-A128-13C70E4845B7
Q112080289,Guismala Amza,Q112075015,Ministre du Développement de l’Energie et des Ressources hydrauliques,2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080289-498BDD65-30CA-4EC8-91F9-A9154ABB036B
Q112080293,Gina Lawson Roosalem,Q112074989,"Ministre de l’Urbanisme, de la Ville et de l’Habitat",2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,female,Q112080293-58244EEF-6914-44B9-BEA7-0623584C95A2
Q112080305,Dieudonné Ndomaté,Q112078172,"Ministre des Arts, de la Culture et du Tourisme",2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080305-3A81F8E9-E830-4065-BF21-D65CEAD93962
Q112080308,Bienvenu Sélesson,Q112065194,Ministre délégué au Désarmement Démobilisation Réinsertion et Rapatriement,2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080308-37A63681-5A0D-4DAA-AF41-8F9DC7BD4434
Q112080310,Bertin Béa,Q112078709,Ministre de la Fonction publique,2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080310-B762C00D-CAAD-4377-A785-5CD45648943D
Q112080312,Augustin Yangana-Yahoté,Q112062151,"Ministre de l’Administration du Territoire, de la Décentralisation et du Développement local",2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080312-69AE19FE-C431-453F-A586-E3EF60DB82D0
Q112080314,Amit Idriss,Q112062158,"Ministre des Eaux, Forêts, Chasse et Pêche",2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080314-E90E9D47-99DF-4881-92E4-12B830D4C5E0
Q112080316,Adama Chaïbou,Q112079984,Ministre de la Modernisation de l’Administration et de l’Innovation du Service public,2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q112080316-6FC5634E-C737-444C-8D88-AEB704564540
Q17439958,Marie-Noëlle Koyara,Q112062115,Ministre de la Défense nationale et de la Reconstruction de l’Armée,2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,female,Q17439958-CE0B9004-D558-451D-8D1D-71F078AF07D2
Q60680031,Sylvie Baïpo Témon,Q18204366,Ministre des Affaires étrangères et des Centrafricains de l’étranger,2018-12-14,,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,female,Q60680031-f01f1f0a-4558-8562-32df-e2f48d4a5cb3
Q61889435,Firmin Ngrébada,Q16773091,Prime Minister of the Central African Republic,2019-02-25,2021-06-15,,,male,Q61889435-6C770D10-DEF8-4280-BFA0-9A42458F1D1E
Q88310768,Félix Moloua,Q112062118,"Ministre de l’Economie, du Plan et de la Coopération",2019-02-22,2021-06-10,https://www.acap.cf/La-composition-du-nouveau-gouvernement-rendue-publique_a9332.html,2022-05-20,male,Q88310768-45727D28-B011-4B3B-AF21-CE1189101DF8
