item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112116431,Maurice Saragba,,,,,2011-03,2013-03-26,,Q112116431-1CC33C90-D41B-43E4-B2AE-30A16ACC8E25
Q112115222,Michelle Sanzé,,,,,2011-03,2013-03-26,,Q112115222-53C5F1BF-FBBA-48F4-9681-2100AA7C8AD1
Q112074684,Moïse Kotaye,,,,,2011-03,2013-03-26,,Q112074684-6961203F-575E-4FEC-9655-1B10E88DE595
Q112116389,Nendje Dogo,,,,,2011-03,2013-03-26,,Q112116389-2BB23DF8-5BF9-448A-B4CC-67A972DBD38E
Q112116408,Olivier Niker de Toki,,,,,2011-03,2013-03-26,,Q112116408-E671E27B-19EA-42F9-BD4B-3A5DDF99ECB1
Q112116391,Ouinia André,,,,,2011-03,2013-03-26,,Q112116391-5E0F9106-DABF-4528-B795-ADEAB6C50142
Q112116421,Pampanli Gomina,,,,,2011-03,2013-03-26,,Q112116421-EE2DD38A-C8C5-4A7D-876A-C0E673C1AD2C
Q112116416,Pierre Gaba-Mano,,,,,2011-03,2013-03-26,,Q112116416-7B5698B7-C32B-4E39-9149-BE20258E18D8
Q112116404,Raphaël Kangandi,,,,,2011-03,2013-03-26,,Q112116404-2026FF1E-DFFE-4056-8143-FB739114C97F
Q112116423,René Apondjo,,,,,2011-03,2013-03-26,,Q112116423-F60156C0-BD69-44CC-8C02-D03A67774BF9
Q112084625,Romain Penendji,,,,,2011-03,2013-03-26,,Q112084625-A2FFBAE6-CDCC-4685-9612-D89347A78A55
Q112116386,Rufin Brice Molomndon,,,,,2011-03,2013-03-26,,Q112116386-E830AB3E-AF23-4CC6-907E-6F0EC148E88F
Q112116406,Salomo Kotro Mbomba,,,,,2011-03,2013-03-26,,Q112116406-69120532-2B62-478F-91A2-13098B12DFD0
Q112116384,Serge Hyppolite Mayeur,,,,,2011-03,2013-03-26,,Q112116384-07EC14B3-634E-4E63-9AE2-3AAADA203A34
Q112084559,Simon Dangavo,,,,,2011-03,2013-03-26,,Q112084559-2D318046-FBA3-4E21-9724-58456087592B
Q112116403,Simon Pierre Goumba,,,,,2011-03,2013-03-26,,Q112116403-B55BC426-6811-4D2F-A1F6-F626443B07DD
Q6763033,Solange Pagonendji Ndakala,,,,,2011-03,2013-03-26,female,Q6763033-DF340F4F-80AE-43E4-BE15-12705B5366DF
Q112084687,Séraphin Wabem,,,,,2011-03,2013-03-26,,Q112084687-5CE8E457-CEDD-4C9F-A9F5-82DCBC86C49F
Q112074341,Thierry Maleyombo,,,,,2011-03,2013-03-26,male,Q112074341-383E3B07-389C-4CFB-9E14-73314C3D147A
Q112062442,Timoléon Mbaïkoua,,,,,2011-03,2013-03-26,,Q112062442-DF6D9FC3-C8A2-4465-9D63-692D7C9CB07C
Q112116397,Yvonne Ndjapou,,,,,2011-03,2013-03-26,,Q112116397-99C6538E-55B8-490D-AB05-4D2DE00E6D93
